,,"synergy
","antagonism
"
Marizomib / Salinosporamide A,Ribociclib (LEE011),0.0,1.0
Marizomib / Salinosporamide A,Ridaforolimus,1.0,0.0
Marizomib / Salinosporamide A,Rifabutin,0.0,1.0
Marizomib / Salinosporamide A,Rifampicin,0.0,1.0
Marizomib / Salinosporamide A,Rimonabant,0.0,1.0
Marizomib / Salinosporamide A,Ripasudil,1.0,0.0
Marizomib / Salinosporamide A,Robotnikinin,0.0,1.0
Marizomib / Salinosporamide A,Romidepsin,1.0,0.0
Marizomib / Salinosporamide A,Roniciclib,0.0,1.0
Marizomib / Salinosporamide A,Rotenone,1.0,0.0
Marizomib / Salinosporamide A,Ruxolitinib,0.0,1.0
Marizomib / Salinosporamide A,S-99,1.0,0.0
Marizomib / Salinosporamide A,S-Trityl-L-cysteine,0.0,1.0
Marizomib / Salinosporamide A,S63845,1.0,0.0
Marizomib / Salinosporamide A,SAR-405,0.0,1.0
Marizomib / Salinosporamide A,SB-206553,0.0,1.0
Marizomib / Salinosporamide A,SB-505124,1.0,0.0
Marizomib / Salinosporamide A,SB-743921,0.0,1.0
Marizomib / Salinosporamide A,SCH-79797,1.0,0.0
Marizomib / Salinosporamide A,SGI-7079,0.0,1.0
Marizomib / Salinosporamide A,SGX-523,1.0,0.0
Marizomib / Salinosporamide A,SHP-099,0.0,1.0
Marizomib / Salinosporamide A,SJN-2511,0.0,1.0
Marizomib / Salinosporamide A,SL-327,0.0,1.0
Marizomib / Salinosporamide A,SMI-4a,0.0,1.0
Marizomib / Salinosporamide A,SNS-032,0.0,1.0
Marizomib / Salinosporamide A,SNS-314,0.0,1.0
Marizomib / Salinosporamide A,SNX-2112,1.0,0.0
Marizomib / Salinosporamide A,SNX-5422,1.0,0.0
Marizomib / Salinosporamide A,SP-600125,0.0,1.0
Marizomib / Salinosporamide A,SRT-3025,0.0,1.0
Marizomib / Salinosporamide A,Salicin,0.0,1.0
Marizomib / Salinosporamide A,Sapitinib,1.0,0.0
Marizomib / Salinosporamide A,Secoisolariciresinol,0.0,1.0
Marizomib / Salinosporamide A,Selinexor,1.0,0.0
Marizomib / Salinosporamide A,Selisistat,1.0,0.0
Marizomib / Salinosporamide A,Selumetinib,1.0,0.0
Marizomib / Salinosporamide A,Semaxanib,1.0,0.0
Marizomib / Salinosporamide A,Sepantronium bromide,1.0,0.0
Marizomib / Salinosporamide A,Serabelisib,0.0,1.0
Marizomib / Salinosporamide A,Shikonin,1.0,0.0
Marizomib / Salinosporamide A,Silybin,0.0,1.0
Marizomib / Salinosporamide A,Sipatrigine,0.0,1.0
Marizomib / Salinosporamide A,Sivelestat,0.0,1.0
Marizomib / Salinosporamide A,Sodium Danshensu,1.0,0.0
Marizomib / Salinosporamide A,Sofosbuvir,0.0,1.0
Marizomib / Salinosporamide A,Sonidegib,0.0,1.0
Marizomib / Salinosporamide A,Staurosporine,1.0,0.0
Marizomib / Salinosporamide A,Sufugolix,0.0,1.0
Marizomib / Salinosporamide A,Sulfadoxine,0.0,1.0
Marizomib / Salinosporamide A,Sulfanilamide,1.0,0.0
Marizomib / Salinosporamide A,Suplatast tosylate,0.0,1.0
Marizomib / Salinosporamide A,TAE-684,0.0,1.0
Marizomib / Salinosporamide A,TAK-875,0.0,1.0
Marizomib / Salinosporamide A,TAS-116,1.0,0.0
Marizomib / Salinosporamide A,TEPP-46,0.0,1.0
Marizomib / Salinosporamide A,TG-100801,0.0,1.0
Marizomib / Salinosporamide A,THZ-2,1.0,0.0
Marizomib / Salinosporamide A,THZ1,1.0,0.0
Marizomib / Salinosporamide A,THZ531,1.0,0.0
Marizomib / Salinosporamide A,TIC-10,0.0,1.0
Marizomib / Salinosporamide A,TP-3654,0.0,1.0
Marizomib / Salinosporamide A,TPCK,1.0,0.0
Marizomib / Salinosporamide A,TPX-0005,1.0,0.0
Marizomib / Salinosporamide A,Tacedinaline,0.0,1.0
Marizomib / Salinosporamide A,Taladegib,1.0,0.0
Marizomib / Salinosporamide A,Talarozole (R enantiomer),0.0,1.0
Marizomib / Salinosporamide A,Tamoxifen,0.0,1.0
Marizomib / Salinosporamide A,Tanespimycin,1.0,0.0
Marizomib / Salinosporamide A,Tanshinone IIA,0.0,1.0
Marizomib / Salinosporamide A,Taselisib (GDC-0032),1.0,0.0
Marizomib / Salinosporamide A,Tasquinimod,0.0,1.0
Marizomib / Salinosporamide A,Tazemetostat,0.0,1.0
Marizomib / Salinosporamide A,Tegaserod maleate,0.0,1.0
Marizomib / Salinosporamide A,Telbivudine,1.0,0.0
Marizomib / Salinosporamide A,Temsirolimus,0.0,1.0
Marizomib / Salinosporamide A,Terameprocol,0.0,1.0
Marizomib / Salinosporamide A,Teriflunomide,0.0,1.0
Marizomib / Salinosporamide A,Tesevatinib,0.0,1.0
Marizomib / Salinosporamide A,Tetracycline hydrochloride,0.0,1.0
Marizomib / Salinosporamide A,Tetrahydrouridine,0.0,1.0
Marizomib / Salinosporamide A,Thalidomide,0.0,1.0
Marizomib / Salinosporamide A,Thapsigargin,1.0,0.0
Marizomib / Salinosporamide A,Tiplasinin,1.0,0.0
Marizomib / Salinosporamide A,Tolrestat,0.0,1.0
Marizomib / Salinosporamide A,Torin-2,1.0,0.0
Marizomib / Salinosporamide A,Torkinib,1.0,0.0
Marizomib / Salinosporamide A,Tozasertib,0.0,1.0
Marizomib / Salinosporamide A,Trabectedin,1.0,0.0
Marizomib / Salinosporamide A,Tranilast,0.0,1.0
Marizomib / Salinosporamide A,Tretinoin,1.0,0.0
Marizomib / Salinosporamide A,Triamcinolone acetonide,0.0,1.0
Marizomib / Salinosporamide A,Trichostatin A,1.0,0.0
Marizomib / Salinosporamide A,Triciribine,1.0,0.0
Marizomib / Salinosporamide A,Triciribine phosphate,1.0,0.0
Marizomib / Salinosporamide A,Trimetrexate,1.0,0.0
Marizomib / Salinosporamide A,Tripterin,1.0,0.0
Marizomib / Salinosporamide A,Triptolide,1.0,0.0
Marizomib / Salinosporamide A,Triptonide,1.0,0.0
Marizomib / Salinosporamide A,U-73122,0.0,1.0
Marizomib / Salinosporamide A,UNC-0631,0.0,1.0
Marizomib / Salinosporamide A,UNC-0638,0.0,1.0
Marizomib / Salinosporamide A,UNC-0646,0.0,1.0
Marizomib / Salinosporamide A,UNC-1215,0.0,1.0
Marizomib / Salinosporamide A,UNC-3866,1.0,0.0
Marizomib / Salinosporamide A,UNC-569,1.0,0.0
Marizomib / Salinosporamide A,Ulixertinib,1.0,0.0
Marizomib / Salinosporamide A,Uridine triacetate,0.0,1.0
Marizomib / Salinosporamide A,Ursolic acid,0.0,1.0
Marizomib / Salinosporamide A,VCH-916,1.0,0.0
Marizomib / Salinosporamide A,VER-82576,1.0,0.0
Marizomib / Salinosporamide A,VLX-1570,1.0,0.0
Marizomib / Salinosporamide A,VS-4718,1.0,0.0
Marizomib / Salinosporamide A,VU0661013,1.0,0.0
Marizomib / Salinosporamide A,VX-702,1.0,0.0
Marizomib / Salinosporamide A,VX-745,1.0,0.0
Marizomib / Salinosporamide A,VX-765,1.0,0.0
Marizomib / Salinosporamide A,Vadimezan,1.0,0.0
Marizomib / Salinosporamide A,Valproic acid sodium salt,0.0,1.0
Marizomib / Salinosporamide A,Valrubicin,0.0,1.0
Marizomib / Salinosporamide A,Valspodar,0.0,1.0
Marizomib / Salinosporamide A,Varespladib,1.0,0.0
Marizomib / Salinosporamide A,Vatalanib,0.0,1.0
Marizomib / Salinosporamide A,Vemurafenib,0.0,1.0
Marizomib / Salinosporamide A,Verdinexor,1.0,0.0
Marizomib / Salinosporamide A,Verteporfin,0.0,1.0
Marizomib / Salinosporamide A,Vesatolimod,0.0,1.0
Marizomib / Salinosporamide A,Vicriviroc (SCH-417690),0.0,1.0
Marizomib / Salinosporamide A,Vistusertib,1.0,0.0
Marizomib / Salinosporamide A,Vorinostat (SAHA),2.0,0.0
Marizomib / Salinosporamide A,Vosaroxin,0.0,2.0
Marizomib / Salinosporamide A,Voxtalisib,1.0,0.0
Marizomib / Salinosporamide A,WAY-100635,1.0,0.0
Marizomib / Salinosporamide A,WAY-262611,0.0,1.0
Marizomib / Salinosporamide A,WDR5-C47,1.0,0.0
Marizomib / Salinosporamide A,WNK-463,1.0,0.0
Marizomib / Salinosporamide A,WYE-125132,1.0,0.0
Marizomib / Salinosporamide A,WZ-4002,0.0,1.0
Marizomib / Salinosporamide A,WZ-4003,0.0,1.0
Marizomib / Salinosporamide A,Withaferin A,1.0,0.0
Marizomib / Salinosporamide A,Wnt-C59,0.0,1.0
Marizomib / Salinosporamide A,XCT-790,0.0,1.0
Marizomib / Salinosporamide A,XL-388,1.0,0.0
Marizomib / Salinosporamide A,XL-888,2.0,0.0
Marizomib / Salinosporamide A,XL647,0.0,1.0
Marizomib / Salinosporamide A,XMD17-109,1.0,0.0
Marizomib / Salinosporamide A,XMD8-87,0.0,1.0
Marizomib / Salinosporamide A,XMD8-92,1.0,0.0
Marizomib / Salinosporamide A,XMU-MP-1,0.0,1.0
Marizomib / Salinosporamide A,Y-39983,0.0,1.0
Marizomib / Salinosporamide A,YK-4-279,0.0,1.0
Marizomib / Salinosporamide A,YKL-05-099,1.0,0.0
Marizomib / Salinosporamide A,YM-511,1.0,0.0
Marizomib / Salinosporamide A,YU-238259,1.0,0.0
Marizomib / Salinosporamide A,ZM-336372,0.0,1.0
Marizomib / Salinosporamide A,ZM-447439,0.0,1.0
Marizomib / Salinosporamide A,cPEPCK Inhibitor,1.0,0.0
Marizomib / Salinosporamide A,eFT508,0.0,1.0
Martinostat,Panobinostat,0.0,1.0
Masitinib,Panobinostat,0.0,1.0
Maslinic acid,PANOBINOSTAT,0.0,1.0
Maslinic acid,Panobinostat,0.0,1.0
Matrine,Ruxolitinib,1.0,0.0
Mavelertinib,PANOBINOSTAT,1.0,0.0
Mebendazole,Mefloquine,1.0,0.0
Mebendazole,Mifepristone,1.0,0.0
Mebendazole,Milciclib,1.0,0.0
Mebendazole,NCGC00510249-02,0.0,1.0
Mebendazole,Navitoclax (ABT-263),0.0,1.0
Mebendazole,OSI-027,1.0,1.0
Mebendazole,Obatoclax,0.0,1.0
Mebendazole,Oligomycin A,1.0,0.0
Mebendazole,Orlistat,0.0,1.0
Mebendazole,PAC-1,1.0,0.0
Mebendazole,Palbociclib,0.0,1.0
Mebendazole,Panobinostat,2.0,0.0
Mebendazole,Parthenolide,0.0,1.0
Mebendazole,Pelitinib,1.0,1.0
Mebendazole,Pictilisib,1.0,1.0
Mebendazole,Ruxolitinib,1.0,0.0
Mebendazole,SNS-032,1.0,0.0
Mebendazole,Selumetinib,0.0,1.0
Mebendazole,THZ1,0.0,1.0
Mebendazole,TIC-10,1.0,1.0
Mebendazole,Tamoxifen,0.0,1.0
Mebendazole,Teriflunomide,0.0,1.0
Mebendazole,Thapsigargin,1.0,0.0
Mebendazole,Trametinib,1.0,0.0
Mebendazole,Vincristine sulfate,0.0,1.0
Mecarbinate,PF-431396,1.0,0.0
Mecarbinate,Panobinostat,1.0,0.0
Meclinertant,Ruxolitinib,1.0,0.0
Meclizine hydrochloride,PF-431396,0.0,1.0
Meclizine hydrochloride,Panobinostat,0.0,1.0
Mefloquine,Mefloquine,0.0,1.0
Mefloquine,Methotrexate,0.0,2.0
Mefloquine,Methylene blue,3.0,1.0
Mefloquine,Methylrosaniline chloride,0.0,2.0
Mefloquine,Miconazole,1.0,0.0
Mefloquine,Midostaurin,3.0,0.0
Mefloquine,Mifepristone,1.0,0.0
Mefloquine,Mithramycin,0.0,2.0
Mefloquine,Monatepil,2.0,0.0
Mefloquine,Monensin sodium salt,1.0,0.0
Mefloquine,Moracizine,1.0,0.0
Mefloquine,NITD609,0.0,2.0
Mefloquine,NPS-2143,0.0,2.0
Mefloquine,NPS-R568,1.0,0.0
Mefloquine,NVP-AUY922,3.0,1.0
Mefloquine,NVP-BGT226,1.0,0.0
Mefloquine,Naftopidil,1.0,1.0
Mefloquine,Naltrexone,0.0,1.0
Mefloquine,Naltrindole hydrochloride,0.0,1.0
Mefloquine,Nanchangmycin,1.0,0.0
Mefloquine,Nicardipine,8.0,0.0
Mefloquine,Nifekalant,2.0,0.0
Mefloquine,Nilotinib,0.0,1.0
Mefloquine,Oridonin,1.0,0.0
Mefloquine,PD-173955,0.0,3.0
Mefloquine,PF-431396,1.0,0.0
Mefloquine,PIK-93,0.0,2.0
Mefloquine,Panobinostat,2.0,2.0
Mefloquine,Parthenolide,1.0,0.0
Mefloquine,Piperaquine,0.0,2.0
Mefloquine,Ppads,1.0,0.0
Mefloquine,Praziquantel,1.0,0.0
Mefloquine,Prazosin hydrochloride,1.0,0.0
Mefloquine,Prochlorperazine,0.0,1.0
Mefloquine,Proguanil,1.0,0.0
Mefloquine,Propafenone hydrochloride,4.0,1.0
Mefloquine,Pyrimethamine,1.0,0.0
Mefloquine,Pyronaridine,3.0,2.0
Mefloquine,Quisinostat,1.0,0.0
Mefloquine,Reserpine,9.0,2.0
Mefloquine,Rifampicin,2.0,2.0
Mefloquine,Riluzole,1.0,0.0
Mefloquine,Ruxolitinib,0.0,1.0
Mefloquine,SB612111,1.0,0.0
Mefloquine,SNS-032,1.0,0.0
Mefloquine,SPC-839,1.0,0.0
Mefloquine,Salinomycin,1.0,0.0
Mefloquine,Sarpogrelate,1.0,0.0
Mefloquine,Sorafenib,3.0,0.0
Mefloquine,Sotalol,0.0,1.0
Mefloquine,Sulfadoxine,0.0,1.0
Mefloquine,Tamoxifen,1.0,0.0
Mefloquine,Thapsigargin,1.0,0.0
Mefloquine,Thiolactomycin,1.0,0.0
Mefloquine,Thioproperazine dimethanesulfonate,1.0,0.0
Mefloquine,Topiramate,0.0,1.0
Mefloquine,Torin-2,0.0,1.0
Mefloquine,Trametinib,1.0,1.0
Mefloquine,Trichostatin A,1.0,0.0
Mefloquine,Trifluoperazine hydrochloride,0.0,2.0
Mefloquine,Verapamil,3.0,0.0
Mefloquine,Vorinostat (SAHA),1.0,0.0
Mefloquine,ZM-447439,1.0,0.0
Mefloquine,Zaldaride maleate,1.0,0.0
Mefloquine,nor-Binaltorphimine,0.0,3.0
Melatonin,Panobinostat,0.0,1.0
Meloxicam,PF-431396,0.0,1.0
Melphalan,PF-431396,1.0,0.0
Memantine hydrochloride,Panobinostat,1.0,0.0
Menadione,Ruxolitinib,0.0,1.0
Meprednisone,PF-431396,1.0,0.0
Merestinib,PANOBINOSTAT,1.0,0.0
Merestinib,Panobinostat,1.0,0.0
Mesna,Panobinostat,0.0,1.0
Metarrestin (KUC109088N),Panobinostat,1.0,0.0
Metenkephalin,Panobinostat,0.0,1.0
Metformin,Ruxolitinib,0.0,1.0
Metformin,ibrutinib,0.0,1.0
Methocarbamol,Ruxolitinib,1.0,0.0
Methotrexate,Methylene blue,1.0,0.0
Methotrexate,Methylrosaniline chloride,0.0,3.0
Methotrexate,Midostaurin,0.0,1.0
Methotrexate,Milciclib,0.0,1.0
Methotrexate,Monensin sodium salt,0.0,1.0
Methotrexate,Nanchangmycin,0.0,1.0
Methotrexate,Nilotinib,0.0,3.0
Methotrexate,Noscapine,1.0,0.0
Methotrexate,PAC-1,0.0,1.0
Methotrexate,PD-173955,0.0,2.0
Methotrexate,Palbociclib,0.0,1.0
Methotrexate,Panobinostat,0.0,3.0
Methotrexate,Piperaquine,3.0,0.0
Methotrexate,Proguanil,0.0,1.0
Methotrexate,Pyronaridine,1.0,0.0
Methotrexate,Quinidine,0.0,1.0
Methotrexate,Romidepsin,1.0,0.0
Methotrexate,Ruxolitinib,0.0,1.0
Methotrexate,SCH 900776,1.0,0.0
Methotrexate,Torin-1,0.0,1.0
Methotrexate,Trametinib,0.0,1.0
Methotrexate,Trichostatin A,0.0,1.0
Methotrexate,UNC-1215,1.0,0.0
Methotrexate,WAY-600,0.0,1.0
Methotrexate,WO2016044770,0.0,1.0
Methotrexate,Withaferin A,0.0,1.0
Methotrexate,ZSTK-474,0.0,1.0
Methotrexate,Zaltoprofen,0.0,1.0
Methoxsalen,PF-431396,0.0,1.0
Methyldopa,Panobinostat,0.0,1.0
Methylene Blue cation,RUXOLITINIB,0.0,1.0
Methylene blue,Methylrosaniline chloride,0.0,3.0
Methylene blue,Miconazole,5.0,1.0
Methylene blue,Midostaurin,1.0,0.0
Methylene blue,Mithramycin,0.0,1.0
Methylene blue,Monensin sodium salt,2.0,3.0
Methylene blue,Moracizine,1.0,0.0
Methylene blue,NPS-R568,0.0,1.0
Methylene blue,NVP-AUY922,0.0,1.0
Methylene blue,NVP-BGT226,1.0,2.0
Methylene blue,Nanchangmycin,1.0,0.0
Methylene blue,Nicardipine,3.0,2.0
Methylene blue,Nifekalant,0.0,1.0
Methylene blue,Nilotinib,0.0,1.0
Methylene blue,Ostol,1.0,1.0
Methylene blue,PD-173955,0.0,1.0
Methylene blue,PF-431396,0.0,1.0
Methylene blue,Perhexiline,0.0,2.0
Methylene blue,Piperaquine,2.0,2.0
Methylene blue,Praziquantel,0.0,1.0
Methylene blue,Proguanil,1.0,1.0
Methylene blue,Propafenone hydrochloride,0.0,3.0
Methylene blue,Pyrimethamine,1.0,0.0
Methylene blue,Pyronaridine,1.0,1.0
Methylene blue,Quisinostat,0.0,1.0
Methylene blue,Reserpine,3.0,2.0
Methylene blue,Rifampicin,1.0,1.0
Methylene blue,Ru360,0.0,1.0
Methylene blue,Ruxolitinib,0.0,1.0
Methylene blue,SB228357,2.0,0.0
Methylene blue,SMDC-530602,0.0,1.0
Methylene blue,SMDC914896,1.0,0.0
Methylene blue,Sarpogrelate,3.0,0.0
Methylene blue,Sepantronium bromide,0.0,1.0
Methylene blue,Sulfadoxine,0.0,1.0
Methylene blue,T3.5,1.0,0.0
Methylene blue,Tafenoquine,5.0,1.0
Methylene blue,Thiolactomycin,1.0,0.0
Methylene blue,Thioproperazine dimethanesulfonate,2.0,0.0
Methylene blue,Torin-1,0.0,1.0
Methylene blue,Torin-2,0.0,1.0
Methylene blue,Vorinostat (SAHA),2.0,0.0
Methylene blue,ZM-447439,2.0,0.0
Methylene blue,ZSTK-474,1.0,0.0
Methylene blue,Zaldaride maleate,0.0,1.0
Methylene blue,Zonisamide,0.0,2.0
Methylene blue,cyclosporin A,1.0,0.0
Methylprednisolone,Panobinostat,0.0,1.0
Methylrosaniline chloride,Midostaurin,1.0,2.0
Methylrosaniline chloride,Monensin sodium salt,0.0,2.0
Methylrosaniline chloride,NITD609,0.0,3.0
Methylrosaniline chloride,NVP-AUY922,0.0,1.0
Methylrosaniline chloride,Nanchangmycin,0.0,2.0
Methylrosaniline chloride,PD-173955,0.0,3.0
Methylrosaniline chloride,Panobinostat,0.0,2.0
Methylrosaniline chloride,Piperaquine,1.0,1.0
Methylrosaniline chloride,Proguanil,3.0,2.0
Methylrosaniline chloride,Quinidine,0.0,1.0
Methylrosaniline chloride,Quisinostat,0.0,2.0
Methylrosaniline chloride,Ruxolitinib,0.0,1.0
Methylrosaniline chloride,Sulfadoxine,0.0,2.0
Methylrosaniline chloride,Tafenoquine,0.0,3.0
Methylrosaniline chloride,Torin-1,0.0,3.0
Methylrosaniline chloride,Trichostatin A,0.0,1.0
Methylrosaniline chloride,WAY-600,1.0,1.0
Metronidazole,PF-431396,0.0,1.0
Mianserin,PF-431396,0.0,1.0
Mianserin,Ruxolitinib,0.0,1.0
Miconazole,NITD609,1.0,0.0
Miconazole,Reserpine,5.0,3.0
Miconazole,SB228357,0.0,1.0
Miconazole,Sarpogrelate,1.0,0.0
Miconazole,Sorafenib,1.0,0.0
Miconazole,Thiolactomycin,1.0,1.0
Miconazole,Verapamil,0.0,1.0
Miconazole,Vorinostat (SAHA),1.0,0.0
Miconazole,ZM-447439,1.0,0.0
Miconazole nitrate,PF-431396,0.0,1.0
Midostaurin,NITD609,1.0,0.0
Midostaurin,Nanchangmycin,0.0,1.0
Midostaurin,Nilotinib,0.0,2.0
Midostaurin,PD-173955,0.0,1.0
Midostaurin,PIK-93,0.0,3.0
Midostaurin,Panobinostat,2.0,0.0
Midostaurin,Piperaquine,0.0,3.0
Midostaurin,Pyronaridine,1.0,1.0
Midostaurin,Quinidine,1.0,1.0
Midostaurin,Rifampicin,1.0,1.0
Midostaurin,Ruxolitinib,1.0,1.0
Midostaurin,Sulfadoxine,0.0,1.0
Midostaurin,Tafenoquine,2.0,2.0
Midostaurin,Torin-1,0.0,2.0
Midostaurin,Trichostatin A,1.0,0.0
Midostaurin,ZSTK-474,0.0,2.0
Mifepristone,NVP-AUY922,1.0,0.0
Mifepristone,Paeonol,1.0,0.0
Mifepristone,Parthenolide,1.0,0.0
Mifepristone,Proscillaridin,1.0,0.0
Mifepristone,SNS-032,0.0,1.0
Mifepristone,SPC-839,1.0,0.0
Mifepristone,Thapsigargin,1.0,0.0
Miglitol,Panobinostat,0.0,1.0
Milciclib,Noscapine,1.0,0.0
Milciclib,PAC-1,0.0,1.0
Milciclib,PF-431396,1.0,0.0
Milciclib,Palbociclib,1.0,0.0
Milciclib,Ruxolitinib,0.0,1.0
Milciclib,THZ1,1.0,0.0
Milciclib,TIC-10,0.0,1.0
Milciclib,Trametinib,0.0,1.0
Milciclib,UNC-1215,1.0,0.0
Milrinone,Ruxolitinib,0.0,1.0
Minoxidil,PF-431396,0.0,1.0
Miransertib,Panobinostat,0.0,1.0
Mirtazapine,PF-431396,0.0,1.0
Mirtazapine,Panobinostat,0.0,1.0
Mirtazapine,Ruxolitinib,0.0,1.0
Mitapivat,PANOBINOSTAT,1.0,0.0
Mitapivat,Panobinostat,1.0,0.0
Mithramycin,Nicardipine,0.0,1.0
Mithramycin,PF-431396,0.0,1.0
Mithramycin,Ponatinib,0.0,1.0
Mithramycin,Propafenone hydrochloride,0.0,1.0
Mithramycin,Reserpine,0.0,1.0
Mithramycin,Ruxolitinib,1.0,0.0
Mithramycin,Vincristine sulfate,1.0,0.0
Mithramycin,ibrutinib,1.0,0.0
Mithramycin A,Tariquidar,1.0,0.0
Mitiglinide calcium,PANOBINOSTAT,0.0,1.0
Mitiglinide calcium,Panobinostat,0.0,1.0
Mitomycin C,NSC-319726,1.0,0.0
Mitomycin C,NSC-48006,0.0,1.0
Mitomycin C,NVP-AUY922,1.0,1.0
Mitomycin C,NVP-BGT226,1.0,2.0
Mitomycin C,Navitoclax (ABT-263),2.0,2.0
Mitomycin C,Orlistat,0.0,1.0
Mitomycin C,Panobinostat,3.0,1.0
Mitomycin C,Pelitinib,1.0,1.0
Mitomycin C,Pralatrexate,1.0,0.0
Mitomycin C,Proscillaridin,1.0,0.0
Mitomycin C,Romidepsin,2.0,0.0
Mitomycin C,Rotenone,0.0,1.0
Mitomycin C,Ruxolitinib,2.0,3.0
Mitomycin C,SCH-900435,1.0,0.0
Mitomycin C,SNX-5422,1.0,0.0
Mitomycin C,Selumetinib,1.0,0.0
Mitomycin C,Sepantronium bromide,0.0,1.0
Mitomycin C,THZ1,0.0,1.0
Mitomycin C,TIC-10,1.0,0.0
Mitomycin C,Thapsigargin,1.0,0.0
Mitomycin C,Tivantinib,1.0,0.0
Mitomycin C,Valproic acid sodium salt,0.0,2.0
Mitomycin C,Vincristine sulfate,0.0,2.0
Mitomycin C,WO2016044770,0.0,1.0
Mitoxantrone,Ruxolitinib,1.0,0.0
Mizolastine,RUXOLITINIB,0.0,1.0
Mizolastine,Ruxolitinib,0.0,1.0
Mocetinostat,PF-431396,0.0,1.0
Mocetinostat,ibrutinib,0.0,1.0
Modufolin,Panobinostat,1.0,0.0
MolMap_000049,RUXOLITINIB,1.0,0.0
Molidustat,PANOBINOSTAT,0.0,1.0
Molidustat,Panobinostat,0.0,1.0
Momelotinib,Panobinostat,0.0,1.0
Momelotinib,ibrutinib,1.0,0.0
Mometasone furoate,PF-431396,1.0,0.0
Mometasone furoate,Ruxolitinib,1.0,0.0
Monatepil,Piperaquine,0.0,2.0
Monensin sodium salt,NITD609,0.0,3.0
Monensin sodium salt,NVP-AUY922,1.0,0.0
Monensin sodium salt,NVP-BGT226,0.0,3.0
Monensin sodium salt,Nanchangmycin,2.0,0.0
Monensin sodium salt,Nilotinib,0.0,3.0
Monensin sodium salt,PD-173955,0.0,2.0
Monensin sodium salt,PIK-93,0.0,3.0
Monensin sodium salt,Panobinostat,1.0,0.0
Monensin sodium salt,Piperaquine,3.0,0.0
Monensin sodium salt,Proguanil,2.0,1.0
Monensin sodium salt,Pyronaridine,2.0,0.0
Monensin sodium salt,Quinidine,0.0,1.0
Monensin sodium salt,Rifampicin,0.0,1.0
Monensin sodium salt,Ruxolitinib,1.0,0.0
Monensin sodium salt,Sulfadoxine,0.0,2.0
Monensin sodium salt,WAY-600,1.0,0.0
Monobenzone,PF-431396,0.0,1.0
Moracizine,NITD609,0.0,3.0
Moracizine,Piperaquine,0.0,2.0
Morin hydrate,PF-431396,0.0,1.0
Mosapride citrate,PF-431396,0.0,1.0
Mosapride citrate,Panobinostat,1.0,0.0
Motesanib,Panobinostat,1.0,0.0
Motesanib,Ruxolitinib,0.0,1.0
Motesanib,ibrutinib,0.0,1.0
Motolimod,PANOBINOSTAT,0.0,1.0
Motolimod,Panobinostat,0.0,1.0
Moxifloxacin hydrochloride,Ruxolitinib,0.0,1.0
Moxifloxacin hydrochloride monohydrate,RUXOLITINIB,0.0,1.0
Moxonidine hydrochloride hydrate,PF-431396,0.0,1.0
Mps1-IN-1,PANOBINOSTAT,0.0,1.0
Mubritinib,Ruxolitinib,1.0,0.0
Mycophenolate mofetil,Omacetaxine mepesuccinate,0.0,1.0
Mycophenolate mofetil,Panobinostat,1.0,0.0
Mycophenolate mofetil,Sertraline hydrochloride,1.0,0.0
Mycophenolate mofetil,Sunitinib malate,1.0,1.0
Mycophenolate mofetil,Toremifene citrate,1.0,0.0
Mycophenolic acid,Panobinostat,1.0,0.0
N6-METHYLADENOSINE (M6A),TEMOZOLOMIDE,1.0,0.0
NABILONE,NALTREXONE,0.0,1.0
NABILONE,NATEGLINIDE,0.0,1.0
NABILONE,NICLOSAMIDE,1.0,0.0
NABILONE,NISOLDIPINE,0.0,1.0
NABILONE,NITAZOXANIDE,1.0,0.0
NABILONE,NITISINONE,0.0,1.0
NABILONE,NITROSOGLUTATHIONE,1.0,0.0
NABILONE,NIZATIDINE,0.0,1.0
NABILONE,NORCISAPRIDE,0.0,1.0
NABILONE,NOVOBIOCIN,0.0,1.0
NABILONE,OLMESARTAN,0.0,1.0
NABILONE,OLMESARTAN MEDOXOMIL,0.0,1.0
NABILONE,ORLISTAT,0.0,1.0
NABILONE,OSELTAMIVIR,0.0,1.0
NABILONE,OSELTAMIVIR ACID,0.0,1.0
NABILONE,OXYPHENBUTAZONE,1.0,0.0
NABILONE,PALONOSETRON,0.0,1.0
NABILONE,PARGYLINE,0.0,1.0
NABILONE,PAROMOMYCIN,0.0,1.0
NABILONE,PAZOPANIB,0.0,1.0
NABILONE,PENTAMIDINE,0.0,1.0
NABILONE,PENTOSTATIN,0.0,1.0
NABILONE,PHENPROCOUMON,0.0,1.0
NABILONE,PHENSUXIMIDE,0.0,1.0
NABILONE,PINACIDIL,0.0,1.0
NABILONE,PIPERAZINE HEXAHYDRATE,0.0,1.0
NABILONE,PRAMIPEXOLE,0.0,1.0
NABILONE,PRAZIQUANTEL,0.0,1.0
NABILONE,PREDNISOLONE,0.0,1.0
NABILONE,PRIMIDONE,0.0,1.0
NABILONE,PROBENECID,0.0,1.0
NABILONE,PROCARBAZINE,1.0,0.0
NABILONE,PROGUANIL,0.0,1.0
NABILONE,PROPYLTHIOURACIL,0.0,1.0
NABILONE,PYRAZINAMIDE,0.0,1.0
NABILONE,PYRIDOSTIGMINE BROMIDE,0.0,1.0
NABILONE,PYRVINIUM CHLORIDE DIHYDRATE,1.0,0.0
NABILONE,RALTEGRAVIR,0.0,1.0
